"total","fecha_hora_venta","servicio"
80.00,"2023-02-28 12:54:04",mani express
190.00,"2023-02-28 13:24:53",pedi basico
180.50,"2023-02-28 14:12:32",pedi basico
732.00,"2023-02-28 15:07:44",acrilico manos
732.00,"2023-02-28 15:07:44",acrilico en pies
732.00,"2023-02-28 15:07:44",acrilicio escultural
732.00,"2023-02-28 15:07:44",acrilico de color
355.00,"2023-02-28 15:56:27",mani express
355.00,"2023-02-28 15:56:27",pedi basico
355.00,"2023-02-28 15:56:27",depilacion de ceja
700.00,"2023-02-28 16:02:59",pedi exfo
669.00,"2023-02-28 16:53:59",acrilico retoque 
669.00,"2023-02-28 16:53:59",pedi basico
531.05,"2023-02-28 18:00:19",acrilico de color
673.55,"2023-02-28 18:15:21",acrilico manos
110.00,"2023-02-28 18:18:05", acrilico retiro 
509.00,"2023-03-01 11:00:25",acrilico en pies
509.00,"2023-03-01 11:00:25",gel en pies
499.00,"2023-03-01 11:03:51",calcio retoque en manos 
959.00,"2023-03-01 11:11:26",acrilico manos
959.00,"2023-03-01 11:11:26",acrilicio escultural
959.00,"2023-03-01 11:11:26",pedi basico
607.05,"2023-03-01 12:30:14",acrilico retoque 
607.05,"2023-03-01 12:30:14",gel en manos
607.05,"2023-03-01 12:30:14",pedi express
607.05,"2023-03-01 12:30:14",depilacion de bigote
607.05,"2023-03-01 12:30:14",depilacion de ceja
360.00,"2023-03-01 12:47:00",pedi basico
360.00,"2023-03-01 12:47:00",depilacion de ceja
360.00,"2023-03-01 12:47:00",depilacion de bigote
290.00,"2023-03-01 13:48:18",calcio retoque en manos 
290.00,"2023-03-01 13:48:18",pedi basico
650.00,"2023-03-01 13:54:08",calcio en manos 
650.00,"2023-03-01 13:54:08",calcio en pies 
85.00,"2023-03-01 14:27:02",depilacion de ceja
240.00,"2023-03-01 15:05:55",gel en manos
370.00,"2023-03-01 15:11:15",acrilico retoque 
370.00,"2023-03-01 15:11:15",gel en manos
399.00,"2023-03-01 16:14:47",acrilico retoque 
399.00,"2023-03-01 16:14:47",acrilico uña remplazo 
399.00,"2023-03-01 16:14:47",gel en manos
470.00,"2023-03-01 16:58:10",calcio en manos 
635.55,"2023-03-01 17:24:44",acrilico retoque 
635.55,"2023-03-01 17:24:44",pedi basico
351.50,"2023-03-01 18:32:37",calcio en pies 
351.50,"2023-03-01 18:32:37",pedi basico
848.00,"2023-03-01 18:38:43",pedi basico
330.00,"2023-03-02 10:31:34",mani basico
330.00,"2023-03-02 10:31:34",calcio en manos 
449.00,"2023-03-02 10:41:49",Gel retiro 
483.55,"2023-03-02 10:53:58",acrilico retoque 
190.00,"2023-03-02 11:45:21",pedi basico
250.00,"2023-03-02 11:59:31",mani limpieza
250.00,"2023-03-02 11:59:31",gel en manos
590.00,"2023-03-02 12:09:14",calcio en manos 
290.00,"2023-03-02 13:24:54",calcio retoque en manos 
290.00,"2023-03-02 13:24:54",pedi basico
480.00,"2023-03-02 13:35:20",pedi basico
389.00,"2023-03-02 13:51:37",gel en pies
389.00,"2023-03-02 13:51:37",pedi basico
150.00,"2023-03-02 14:49:55",mani basico
469.00,"2023-03-02 15:31:25",depilacion de bigote
469.00,"2023-03-02 15:31:25",depilacion de ceja
430.00,"2023-03-02 15:46:01", acrilico retiro 
430.00,"2023-03-02 15:46:01",acrilico manos
430.00,"2023-03-02 15:46:01",acrilico de color
1798.00,"2023-03-02 17:53:57",acrilico manos
1798.00,"2023-03-02 17:53:57",acrilico de color
1798.00,"2023-03-02 17:53:57",acrilicio escultural
1798.00,"2023-03-02 17:53:57",pedi de lujo
1798.00,"2023-03-02 17:53:57",pedi basico
389.00,"2023-03-02 18:42:49",pedi basico
389.00,"2023-03-02 18:42:49",gel en pies
990.00,"2023-03-02 18:52:32",calcio retoque en manos 
50.00,"2023-03-02 18:54:35",Gel retiro 
251.75,"2023-03-02 19:19:04",pedi basico
251.75,"2023-03-02 19:19:04",pedi de niña
610.00,"2023-03-02 19:22:00",acrilico manos
610.00,"2023-03-02 19:22:00",acrilicio escultural
1468.00,"2023-03-03 10:48:18",acrilico retoque 
722.00,"2023-03-03 12:19:15",depilacion de ceja
722.00,"2023-03-03 12:19:15",depilacion de bigote
749.00,"2023-03-03 12:51:05",acrilico manos
749.00,"2023-03-03 12:51:05",pedi basico
390.00,"2023-03-03 12:52:12",pedi basico
449.00,"2023-03-03 13:36:39",mani basico
626.05,"2023-03-03 15:48:25",pedi basico
626.05,"2023-03-03 15:48:25",depilacion de bigote
626.05,"2023-03-03 15:48:25",depilacion de ceja
370.00,"2023-03-03 15:50:33",acrilico retoque 
370.00,"2023-03-03 15:50:33",gel en manos
199.00,"2023-03-03 15:52:32",calcio retoque en manos 
199.00,"2023-03-03 15:52:32",pedi express
680.00,"2023-03-03 16:17:31",pedi dif lujo
509.00,"2023-03-03 17:29:30",acrilico retoque 
190.00,"2023-03-03 18:10:51",gel en manos
99.00,"2023-03-03 18:37:44",pedi express
261.25,"2023-03-03 19:12:39",depilacion de bigote
261.25,"2023-03-03 19:12:39",pedi basico
180.00,"2023-03-04 09:48:40",calcio en manos 
220.00,"2023-03-04 12:28:36",pedi basico
220.00,"2023-03-04 12:28:36",pedi exfo
389.50,"2023-03-04 12:37:38",calcio en manos 
734.00,"2023-03-04 12:47:01",depilacion de bikini
734.00,"2023-03-04 12:47:01",depilacion de bigote
1100.00,"2023-03-04 13:40:13",depilacion de media pierna
1100.00,"2023-03-04 13:40:13",depilacion de axila
1100.00,"2023-03-04 13:40:13",calcio en manos 
1100.00,"2023-03-04 13:40:13",gel en manos
1100.00,"2023-03-04 13:40:13",calcio retoque en pies 
479.00,"2023-03-04 14:04:57",acrilico retoque 
190.00,"2023-03-04 15:48:34",pedi basico
280.00,"2023-03-04 16:05:07",pedi de lujo
1030.00,"2023-03-04 16:46:08",pedi dif lujo
1030.00,"2023-03-04 16:46:08",calcio retoque en manos 
351.50,"2023-03-04 16:58:50",mani de lujo
351.50,"2023-03-04 16:58:50",mani basico
703.95,"2023-03-04 17:29:48",acrilico retoque 
703.95,"2023-03-04 17:29:48",acrilico uña remplazo 
703.95,"2023-03-04 17:29:48",acrilico uña remplazo 
480.00,"2023-03-04 17:42:01",parafina en manos
480.00,"2023-03-04 17:42:01",pedi dif lujo
470.00,"2023-03-04 19:00:59",calcio en manos 
190.00,"2023-03-04 19:04:01",pedi basico
709.00,"2023-03-04 19:17:16",acrilico retoque 
709.00,"2023-03-04 19:17:16",acrilico uña remplazo 
430.00,"2023-03-07 11:30:07", acrilico retiro 
430.00,"2023-03-07 11:30:07",acrilico de color
430.00,"2023-03-07 11:30:07",acrilico manos
190.00,"2023-03-07 11:51:36",gel en manos
190.00,"2023-03-07 14:57:41",pedi basico
110.00,"2023-03-07 15:23:04", acrilico retiro 
150.00,"2023-03-07 15:28:16",mani basico
817.00,"2023-03-07 17:47:42",calcio en manos 
817.00,"2023-03-07 17:47:42",pedi dif lujo
740.05,"2023-03-07 18:31:09",calcio en manos 
740.05,"2023-03-07 18:31:09",gel en manos
740.05,"2023-03-07 18:31:09", acrilico retiro 
50.00,"2023-03-07 18:40:35",acrilico uña remplazo 
970.00,"2023-03-08 14:59:17",gel en manos
970.00,"2023-03-08 14:59:17",pedi basico
646.00,"2023-03-08 10:57:40",pedi dif lujo
400.00,"2023-03-08 12:08:15", acrilico retiro 
489.00,"2023-03-08 12:39:24",pedi basico
190.00,"2023-03-08 13:13:38",gel en manos
430.00,"2023-03-08 13:51:02",Gel retiro 
430.00,"2023-03-08 13:51:02",pedi basico
430.00,"2023-03-08 13:51:02",pedi basico
313.50,"2023-03-08 16:05:52",acrilico retoque 
824.60,"2023-03-08 17:50:08",acrilico retoque 
824.60,"2023-03-08 17:50:08",pedi basico
110.00,"2023-03-08 18:05:36", acrilico retiro 
958.55,"2023-03-08 18:54:04",acrilico de color
958.55,"2023-03-08 18:54:04",acrilico manos
958.55,"2023-03-08 18:54:04", acrilico retiro 
958.55,"2023-03-08 18:54:04",pedi de lujo
673.55,"2023-03-08 18:58:58",acrilico retoque 
673.55,"2023-03-08 18:58:58",pedi dif lujo
360.00,"2023-03-09 10:45:03", acrilico retiro 
360.00,"2023-03-09 10:45:03",gel en manos
332.50,"2023-03-09 11:16:05",mani exfo
332.50,"2023-03-09 11:16:05",pedi exfo
85.00,"2023-03-09 11:20:18",depilacion de ceja
649.00,"2023-03-09 12:52:01",parafina en manos
560.00,"2023-03-09 13:53:49",acrilico retoque 
560.00,"2023-03-09 13:53:49",gel en manos
560.00,"2023-03-09 13:53:49",pedi basico
340.00,"2023-03-09 13:57:01",Gel retiro 
190.00,"2023-03-09 17:05:15",pedi basico
550.05,"2023-03-09 17:31:27",acrilico manos
290.00,"2023-03-09 18:06:14",calcio retoque en manos 
290.00,"2023-03-09 18:06:14",gel en manos
969.00,"2023-03-09 18:25:33",acrilico uña remplazo 
969.00,"2023-03-09 18:25:33",acrilico retoque 
779.00,"2023-03-09 18:51:00", acrilico retiro 
779.00,"2023-03-09 18:51:00",calcio en manos 
779.00,"2023-03-09 18:51:00",pedi basico
1009.00,"2023-03-09 19:12:31",mani dif lujo
1009.00,"2023-03-09 19:12:31",pedi dif lujo
1009.00,"2023-03-09 19:12:31",mani dif lujo
489.00,"2023-03-10 10:28:19",pedi basico
669.00,"2023-03-10 12:03:42",pedi basico
669.00,"2023-03-10 12:03:42",acrilico retoque 
564.00,"2023-03-10 11:25:33",pedi dif lujo
564.00,"2023-03-10 11:25:33",depilacion de ceja
869.00,"2023-03-10 12:52:07",acrilico manos
869.00,"2023-03-10 12:52:07",acrilico de color
869.00,"2023-03-10 12:52:07",acrilicio escultural
869.00,"2023-03-10 12:52:07",pedi basico
869.00,"2023-03-10 12:52:07",gel en pies
180.50,"2023-03-10 12:55:24",gel en manos
356.25,"2023-03-10 13:46:56",depilacion de bigote
639.00,"2023-03-10 16:54:35",acrilico manos
635.55,"2023-03-10 17:08:13",acrilico de color
635.55,"2023-03-10 17:08:13",acrilicio escultural
480.00,"2023-03-10 17:13:02",pedi de lujo
1359.00,"2023-03-10 17:15:04",acrilico manos
1359.00,"2023-03-10 17:15:04",acrilicio escultural
599.00,"2023-03-10 17:22:08", acrilico retiro 
599.00,"2023-03-10 17:22:08",pedi basico
220.00,"2023-03-10 17:28:55",gel en manos
779.00,"2023-03-10 17:35:25",mani basico
779.00,"2023-03-10 17:35:25",pedi de lujo
779.00,"2023-03-10 17:35:25",calcio retoque en manos 
180.50,"2023-03-10 18:28:33",gel en manos
190.00,"2023-03-10 19:17:19",pedi basico
600.00,"2023-03-10 19:03:18",parafina en pies 
600.00,"2023-03-10 19:03:18",parafina en manos
600.00,"2023-03-10 19:03:18",pedi basico
600.00,"2023-03-10 19:03:18",calcio retoque en manos 
600.00,"2023-03-10 19:03:18",mani limpieza
360.00,"2023-03-10 19:34:13",mani dif lujo
489.00,"2023-03-11 10:43:12",pedi basico
240.00,"2023-03-11 11:15:41",pedi basico
240.00,"2023-03-11 11:15:41",Gel retiro 
390.00,"2023-03-11 11:53:56",calcio retoque en manos 
190.00,"2023-03-11 12:17:35",pedi basico
418.00,"2023-03-11 12:21:39",acrilico retoque 
418.00,"2023-03-11 12:21:39",gel en manos
418.00,"2023-03-11 12:21:39",mani limpieza
330.00,"2023-03-11 13:03:55",calcio en manos 
330.00,"2023-03-11 13:03:55",mani basico
370.00,"2023-03-11 13:19:42",calcio en manos 
370.00,"2023-03-11 13:19:42",gel en manos
459.00,"2023-03-11 13:32:34",acrilicio escultural
380.00,"2023-03-11 13:34:37",pedi basico
380.00,"2023-03-11 13:34:37",gel en manos
440.00,"2023-03-11 14:03:36",acrilicio escultural
440.00,"2023-03-11 14:03:36", acrilico retiro 
180.50,"2023-03-11 15:30:02",gel en manos
280.00,"2023-03-11 15:39:41",pedi de lujo
1188.00,"2023-03-11 15:55:55",pedi exfo
1188.00,"2023-03-11 15:55:55",pedi exfo
1188.00,"2023-03-11 15:55:55",pedi basico
1188.00,"2023-03-11 15:55:55",pedi basico
190.00,"2023-03-11 15:59:21",gel en manos
598.50,"2023-03-11 16:45:31",acrilico retoque 
598.50,"2023-03-11 16:45:31",mani limpieza
598.50,"2023-03-11 16:45:31",gel en manos
370.00,"2023-03-11 17:15:13",acrilico retoque 
370.00,"2023-03-11 17:15:13",gel en manos
730.55,"2023-03-11 17:39:57",depilacion de axila
730.55,"2023-03-11 17:39:57",pedi basico
250.00,"2023-03-11 17:49:04",gel en manos
190.00,"2023-03-11 18:38:14",pedi basico
730.00,"2023-03-11 18:44:01",gel en manos
730.00,"2023-03-11 18:44:01",pedi de lujo
730.00,"2023-03-11 18:44:01",mani basico
730.00,"2023-03-11 18:44:01", acrilico retiro 
370.00,"2023-03-11 18:56:28",calcio en manos 
370.00,"2023-03-11 18:56:28",pedi basico
351.50,"2023-03-14 10:24:46",calcio en manos 
351.50,"2023-03-14 10:24:46",gel en manos
589.00,"2023-03-14 11:06:21",acrilico uña remplazo 
289.00,"2023-03-14 11:30:02",gel en manos
289.00,"2023-03-14 11:30:02",pedi express
702.05,"2023-03-14 12:32:29",acrilico retoque 
702.05,"2023-03-14 12:32:29",pedi basico
1270.00,"2023-03-14 12:38:42",pedi dif lujo
200.00,"2023-03-14 13:04:58",calcio retoque en manos 
200.00,"2023-03-14 13:04:58",calcio retoque en pies 
200.00,"2023-03-14 15:11:51",Gel retiro 
200.00,"2023-03-14 15:11:51",mani basico
50.00,"2023-03-14 15:18:44",acrilico uña remplazo 
420.00,"2023-03-14 15:42:50",acrilico retoque 
420.00,"2023-03-14 15:42:50",gel en manos
420.00,"2023-03-14 15:42:50",acrilico uña remplazo 
1029.00,"2023-03-14 16:11:34",acrilico manos
1029.00,"2023-03-14 16:11:34",acrilico en pies
1029.00,"2023-03-14 16:11:34",pedi basico
870.00,"2023-03-14 16:37:19",pedi de lujo
655.00,"2023-03-14 18:24:56",acrilico retoque 
655.00,"2023-03-14 18:24:56",depilacion de ceja
655.00,"2023-03-14 18:24:56",mani exfo
655.00,"2023-03-14 18:24:56",pedi basico
655.00,"2023-03-14 18:24:56",depilacion de barbilla
655.00,"2023-03-14 18:24:56",depilacion de bigote
190.00,"2023-03-14 18:54:14",pedi basico
190.00,"2023-03-14 18:56:53",pedi basico
440.00,"2023-03-14 19:14:28",mani basico
440.00,"2023-03-14 19:14:28",gel en manos
440.00,"2023-03-14 19:14:28",calcio retoque en manos 
50.00,"2023-03-15 09:55:49",acrilico uña remplazo 
218.50,"2023-03-15 11:41:44",gel en manos
180.00,"2023-03-15 12:12:56",calcio en manos 
361.00,"2023-03-15 12:54:33",pedi dif lujo
313.50,"2023-03-15 12:58:11",acrilico manos
190.00,"2023-03-15 13:33:20",pedi basico
479.00,"2023-03-15 13:50:52",acrilico retoque 
220.00,"2023-03-15 15:06:01",gel en manos
483.55,"2023-03-15 15:47:39",acrilico retoque 
180.00,"2023-03-15 16:59:54",calcio en manos 
679.00,"2023-03-15 17:12:48",pedi exfo
350.00,"2023-03-15 18:19:11",mani basico
350.00,"2023-03-15 18:19:11",mani de niña
350.00,"2023-03-15 18:19:11",pedi de niña
350.00,"2023-03-15 18:19:11",mani de niña
350.00,"2023-03-15 18:19:11",pedi de niña
550.00,"2023-03-15 18:22:07",acrilico en pies
550.00,"2023-03-15 18:22:07",gel en manos
550.00,"2023-03-15 18:22:07",acrilico uña remplazo 
550.00,"2023-03-15 18:22:07",acrilico uña remplazo 
190.00,"2023-03-15 18:47:52",pedi basico
190.00,"2023-03-16 10:45:55",pedi basico
370.00,"2023-03-16 12:23:05",acrilico retoque 
370.00,"2023-03-16 12:23:05",gel en manos
649.00,"2023-03-16 12:47:08",pedi basico
649.00,"2023-03-16 12:47:08",mani limpieza
190.00,"2023-03-16 13:42:19",gel en manos
519.00,"2023-03-16 13:52:16",pedi basico
1608.00,"2023-03-16 14:12:06",acrilico manos
1608.00,"2023-03-16 14:12:06",pedi basico
1608.00,"2023-03-16 14:12:06", acrilico retiro 
1608.00,"2023-03-16 14:12:06",acrilico manos
1608.00,"2023-03-16 14:12:06",pedi basico
240.00,"2023-03-16 15:14:02",gel en manos
240.00,"2023-03-16 15:14:02",Gel retiro 
489.00,"2023-03-16 15:45:43",pedi basico
190.00,"2023-03-16 17:15:40",gel en manos
445.55,"2023-03-16 18:03:23",gel en pies
445.55,"2023-03-16 18:03:23",pedi basico
395.00,"2023-03-16 18:32:55",pedi basico
395.00,"2023-03-16 18:32:55",gel en pies
150.00,"2023-03-16 18:39:48",mani basico
190.00,"2023-03-16 18:45:14",pedi basico
565.25,"2023-03-16 18:50:16",depilacion de ceja
569.00,"2023-03-16 18:52:59",mani basico
150.00,"2023-03-16 18:57:06",mani basico
190.00,"2023-03-17 10:12:30",gel en manos
100.00,"2023-03-17 10:38:46",calcio retoque en manos 
396.00,"2023-03-17 10:59:43",acrilico de color
396.00,"2023-03-17 10:59:43",acrilico manos
489.00,"2023-03-17 11:36:41",pedi basico
645.05,"2023-03-17 13:56:54",acrilico retoque 
645.05,"2023-03-17 13:56:54",pedi basico
784.00,"2023-03-17 14:08:37",acrilico manos
784.00,"2023-03-17 14:08:37",pedi basico
290.00,"2023-03-17 15:28:35", acrilico retiro 
290.00,"2023-03-17 15:28:35",calcio en manos 
680.00,"2023-03-17 16:28:34", acrilico retiro 
680.00,"2023-03-17 16:28:34",calcio en manos 
680.00,"2023-03-17 16:28:34",gel en manos
570.00,"2023-03-17 16:57:26",gel en manos
570.00,"2023-03-17 16:57:26",calcio retoque en manos 
570.00,"2023-03-17 16:57:26",pedi de lujo
325.00,"2023-03-17 17:02:22",pedi exfo
190.00,"2023-03-17 17:04:55",gel en manos
408.50,"2023-03-17 17:21:57",acrilicio escultural
408.50,"2023-03-17 17:21:57", acrilico retiro 
408.50,"2023-03-17 17:21:57",acrilico manos
160.00,"2023-03-17 18:10:41",mani express
160.00,"2023-03-17 18:10:41",mani express
602.10,"2023-03-17 18:40:55",calcio en manos 
602.10,"2023-03-17 18:40:55",gel en pies
470.00,"2023-03-18 10:44:22",calcio en pies 
731.50,"2023-03-18 11:04:12",acrilico retoque 
675.00,"2023-03-18 11:14:26",depilacion de ceja
150.00,"2023-03-18 12:11:28",mani basico
1548.00,"2023-03-18 12:46:37",acrilico retoque 
1548.00,"2023-03-18 12:46:37",pedi basico
1548.00,"2023-03-18 12:46:37",acrilico retoque 
1548.00,"2023-03-18 12:46:37",acrilico retoque 
1548.00,"2023-03-18 12:46:37",gel en manos
330.00,"2023-03-18 17:21:24",mani basico
330.00,"2023-03-18 17:21:24",calcio en manos 
549.00,"2023-03-18 13:33:30",mani basico
432.25,"2023-03-18 13:43:44",calcio en manos 
432.25,"2023-03-18 13:43:44",gel en manos
432.25,"2023-03-18 13:43:44",depilacion de ceja
848.00,"2023-03-18 13:54:48",pedi basico
848.00,"2023-03-18 13:54:48",pedi limpieza
199.00,"2023-03-18 14:50:54",gel en pies
190.00,"2023-03-18 15:23:22",gel en manos
408.50,"2023-03-18 15:57:18",calcio en manos 
408.50,"2023-03-18 15:57:18",mani basico
408.50,"2023-03-18 15:57:18",calcio retoque en pies 
609.00,"2023-03-18 17:25:21",acrilico retoque 
450.00,"2023-03-18 17:59:30",calcio en manos 
450.00,"2023-03-18 17:59:30",mani express
450.00,"2023-03-18 17:59:30",pedi basico
190.00,"2023-03-18 18:01:19",pedi basico
480.00,"2023-03-18 18:38:02", acrilico retiro 
480.00,"2023-03-18 18:38:02",calcio en manos 
480.00,"2023-03-18 18:38:02",pedi basico
275.50,"2023-03-18 18:48:50", acrilico retiro 
275.50,"2023-03-18 18:48:50",calcio en manos 
240.00,"2023-03-18 18:51:11",pedi basico
240.00,"2023-03-18 18:51:11",Gel retiro 
380.00,"2023-03-18 18:56:51",mani basico
346.75,"2023-03-21 12:36:57",venta sales 
675.00,"2023-03-21 13:52:08",depilacion de ceja
530.00,"2023-03-21 15:28:52",acrilico retoque 
530.00,"2023-03-21 15:28:52",gel en manos
530.00,"2023-03-21 15:28:52",acrilico uña remplazo 
530.00,"2023-03-21 15:28:52",acrilico uña remplazo 
530.00,"2023-03-21 16:02:22",gel en manos
530.00,"2023-03-21 16:02:22",acrilico uña remplazo 
340.00,"2023-03-21 16:06:53", acrilico retiro 
199.00,"2023-03-21 16:57:07",pedi express
199.00,"2023-03-21 16:57:07",calcio retoque en manos 
741.00,"2023-03-21 18:01:19",calcio retoque en manos 
741.00,"2023-03-21 18:01:19",pedi dif lujo
190.00,"2023-03-21 18:03:58",pedi basico
190.00,"2023-03-22 11:36:34",gel en manos
190.00,"2023-03-22 11:57:41",gel en manos
190.00,"2023-03-22 12:07:07",pedi basico
150.00,"2023-03-22 12:28:30",mani basico
850.00,"2023-03-22 13:04:34",acrilico manos
99.00,"2023-03-22 13:27:04",pedi express
608.00,"2023-03-22 14:04:05",acrilico uña remplazo 
719.00,"2023-03-22 14:07:34",acrilico retoque 
719.00,"2023-03-22 14:07:34",pedi basico
559.00,"2023-03-22 15:11:50",acrilico retoque 
559.00,"2023-03-22 15:11:50",acrilico uña remplazo 
675.00,"2023-03-22 15:31:08",depilacion de ceja
512.05,"2023-03-22 16:26:19",acrilico retoque 
290.00,"2023-03-22 17:02:01", acrilico retiro 
290.00,"2023-03-22 17:02:01",calcio en manos 
190.00,"2023-03-22 18:35:07",gel en manos
250.00,"2023-03-22 18:48:04",gel en manos
250.00,"2023-03-22 18:48:04",mani limpieza
859.00,"2023-03-23 11:18:17",acrilico manos
859.00,"2023-03-23 11:18:17",acrilico de color
859.00,"2023-03-23 11:18:17",pedi de lujo
859.00,"2023-03-23 11:18:17",gel en pies
578.55,"2023-03-23 11:48:09",calcio en manos 
578.55,"2023-03-23 11:48:09",pedi exfo
80.00,"2023-03-23 12:11:46",mani express
408.50,"2023-03-23 12:25:42",acrilico retoque 
408.50,"2023-03-23 12:25:42",gel en manos
456.00,"2023-03-23 12:31:49",calcio retoque en manos 
456.00,"2023-03-23 12:31:49",gel en manos
456.00,"2023-03-23 12:31:49",pedi basico
280.00,"2023-03-23 13:28:23",pedi de lujo
190.00,"2023-03-23 13:29:52",pedi basico
180.00,"2023-03-23 14:12:47",acrilico retoque 
389.00,"2023-03-23 15:36:05",pedi basico
389.00,"2023-03-23 15:36:05",gel en pies
650.00,"2023-03-23 16:37:00",acrilico retoque 
650.00,"2023-03-23 16:37:00",gel en manos
650.00,"2023-03-23 16:37:00",mani limpieza
650.00,"2023-03-23 16:37:00",gel en manos
190.00,"2023-03-23 17:28:38",pedi basico
50.00,"2023-03-23 17:54:43",Gel retiro 
85.00,"2023-03-23 18:33:50",depilacion de ceja
399.00,"2023-03-23 18:46:20",pedi basico
399.00,"2023-03-23 18:46:20",gel en pies
460.00,"2023-03-23 18:48:50",depilacion de ceja
460.00,"2023-03-23 18:48:50",depilacion de bigote
1270.00,"2023-03-23 18:54:31",acrilicio escultural
1270.00,"2023-03-23 18:54:31",acrilico manos
389.00,"2023-03-24 10:31:51",pedi basico
389.00,"2023-03-24 10:31:51",gel en pies
445.55,"2023-03-24 15:49:25",gel en pies
445.55,"2023-03-24 15:49:25",pedi basico
410.00,"2023-03-24 15:53:34",acrilico retoque 
410.00,"2023-03-24 15:53:34",gel en manos
180.00,"2023-03-24 16:47:24",acrilico retoque 
380.00,"2023-03-24 17:32:28",pedi basico
380.00,"2023-03-24 17:32:28",pedi basico
180.00,"2023-03-24 18:20:33",calcio en manos 
519.00,"2023-03-24 18:29:08",pedi basico
519.00,"2023-03-24 18:29:08",pedi exfo
579.00,"2023-03-24 18:41:47",calcio en manos 
280.00,"2023-03-24 18:50:28",pedi de lujo
260.00,"2023-03-25 10:37:02", acrilico retiro 
260.00,"2023-03-25 10:37:02",mani basico
190.00,"2023-03-25 10:41:20",pedi basico
902.50,"2023-03-25 11:33:25",pedi de lujo
250.00,"2023-03-25 11:50:43",gel en manos
380.00,"2023-03-25 12:09:10",mani basico
489.00,"2023-03-25 12:12:50",pedi exfo
228.00,"2023-03-25 13:43:19",gel en manos
440.00,"2023-03-25 14:00:26",pedi basico
440.00,"2023-03-25 14:00:26",pedi basico
440.00,"2023-03-25 14:00:26",pedi exfo
440.00,"2023-03-25 14:00:26",pedi exfo
313.50,"2023-03-25 14:25:13",acrilico retoque 
313.50,"2023-03-25 14:25:13",acrilico uña remplazo 
190.00,"2023-03-25 15:23:14",pedi basico
945.00,"2023-03-25 15:53:39",mani exfo
945.00,"2023-03-25 15:53:39",mani exfo
600.00,"2023-03-25 16:32:16",acrilico retoque 
600.00,"2023-03-25 16:32:16",acrilico uña remplazo 
600.00,"2023-03-25 16:32:16",acrilico uña remplazo 
351.50,"2023-03-25 16:54:18",calcio en pies 
351.50,"2023-03-25 16:54:18",pedi basico
190.00,"2023-03-25 16:56:41",pedi basico
190.00,"2023-03-25 16:58:30",gel en manos
190.00,"2023-03-25 17:06:32",gel en manos
280.00,"2023-03-25 17:40:37",pedi de lujo
380.00,"2023-03-25 17:50:20",pedi dif lujo
480.00,"2023-03-25 18:32:02",pedi basico
480.00,"2023-03-25 18:32:02",pedi basico
480.00,"2023-03-25 18:32:02",parafina en manos
789.00,"2023-03-25 18:50:13",pedi basico
789.00,"2023-03-25 18:50:13",depilacion de ceja
789.00,"2023-03-25 18:50:13",depilacion de bigote
789.00,"2023-03-25 18:50:13",depilacion de axila
620.00,"2023-03-28 12:43:54",pedi dif lujo
620.00,"2023-03-28 12:43:54",mani dif lujo
620.00,"2023-03-28 12:43:54",depilacion de ceja
620.00,"2023-03-28 12:43:54",depilacion de bigote
370.00,"2023-03-28 13:29:50",acrilico retoque 
370.00,"2023-03-28 13:29:50",gel en manos
569.00,"2023-03-28 14:07:12",acrilico retoque 
569.00,"2023-03-28 14:07:12",pedi basico
569.00,"2023-03-28 14:07:12",gel en pies
620.00,"2023-03-28 15:55:42",pedi exfo
641.25,"2023-03-28 16:19:10",depilacion de bigote
300.00,"2023-03-28 17:12:00", acrilico retiro 
300.00,"2023-03-28 17:12:00",pedi basico
190.00,"2023-03-28 18:33:49",pedi basico
483.55,"2023-03-28 19:01:28",acrilico retoque 
289.00,"2023-03-29 11:46:25",gel en manos
480.00,"2023-03-29 10:14:15",mani limpieza
480.00,"2023-03-29 10:14:15",gel en manos
480.00,"2023-03-29 10:14:15",calcio retoque en manos 
289.00,"2023-03-29 11:46:25",pedi express
100.00,"2023-03-29 11:52:18",calcio retoque en manos 
100.00,"2023-03-29 13:10:03",calcio retoque en manos 
320.00,"2023-03-29 13:30:39",calcio retoque en pies 
320.00,"2023-03-29 13:30:39",calcio retoque en manos 
320.00,"2023-03-29 13:30:39",mani limpieza
320.00,"2023-03-29 13:30:39",pedi limpieza
530.00,"2023-03-29 13:53:20",calcio en manos 
199.00,"2023-03-29 13:55:23",calcio retoque en manos 
199.00,"2023-03-29 13:55:23",pedi express
310.00,"2023-03-29 13:58:22",gel en manos
989.00,"2023-03-29 15:03:10",acrilico retoque 
989.00,"2023-03-29 15:03:10",acrilico en pies
989.00,"2023-03-29 15:03:10",pedi basico
559.00,"2023-03-29 15:45:55",acrilico retoque 
559.00,"2023-03-29 15:45:55",Gel retiro 
380.00,"2023-03-29 16:48:32",gel en manos
380.00,"2023-03-29 16:48:32",gel en manos
669.00,"2023-03-29 16:51:57", acrilico retiro 
669.00,"2023-03-29 16:51:57",acrilico manos
235.00,"2023-03-29 18:43:33",mani basico
235.00,"2023-03-29 18:43:33",depilacion de ceja
190.00,"2023-03-29 18:50:14",pedi basico
429.00,"2023-03-29 18:52:27",calcio retoque en manos 
529.00,"2023-03-30 11:55:30",pedi basico
50.00,"2023-03-30 11:57:40",Gel retiro 
483.55,"2023-03-30 12:49:16",acrilico retoque 
539.00,"2023-03-30 13:28:17",pedi basico
